station_uid,obs_year,coldest_day,coldest_dayofyear,hottest_day,hottest_dayofyear,last_freeze_date,last_freeze_dayofyear,first_freeze_date,first_freeze_dayofyear,observations_recorded_april_to_may
10436,2014,,,,,,,,,
10436,2015,,,,,,,,,
10436,2016,,,,,,,,,
10436,2017,,,,,,,,,
10436,2018,,,,,,,,,
10436,2019,,,,,,,,,
10436,2020,,,,,,,,,
10436,2021,,,,,,,,,
10436,2022,,,,,,,,,
10442,2002,-5.0,62.0,99.0,181.0,2002-05-20,140.0,2002-10-07,280.0,91.0
10442,2003,-14.0,38.0,98.0,236.0,2003-04-22,112.0,2003-09-30,273.0,91.0
10442,2004,-25.0,30.0,95.0,203.0,2004-05-15,136.0,2004-10-04,278.0,91.0
10442,2005,-16.0,14.0,96.0,214.0,2005-05-04,124.0,2005-10-07,280.0,91.0
10442,2006,-14.0,48.0,101.0,212.0,2006-04-25,115.0,2006-10-05,278.0,91.0
10442,2007,-18.0,36.0,98.0,188.0,2007-04-15,105.0,2007-09-15,258.0,91.0
10442,2008,-17.0,24.0,93.0,197.0,2008-04-29,120.0,2008-10-04,278.0,83.0
10442,2009,-23.0,16.0,95.0,174.0,2009-04-28,118.0,2009-10-09,282.0,91.0
10442,2010,-19.0,3.0,95.0,195.0,2010-05-09,129.0,2010-10-03,276.0,91.0
10442,2011,-22.0,21.0,102.0,158.0,2011-05-04,124.0,2011-09-15,258.0,91.0
10442,2012,-12.0,19.0,99.0,188.0,2012-04-23,114.0,2012-09-23,267.0,91.0
10442,2013,-15.0,364.0,97.0,237.0,2013-05-13,133.0,2013-10-19,292.0,91.0
10442,2014,-22.0,6.0,92.0,202.0,2014-04-26,116.0,2014-10-09,282.0,91.0
10442,2015,-11.0,54.0,93.0,226.0,2015-04-23,113.0,2015-10-16,289.0,91.0
10442,2016,-20.0,353.0,96.0,204.0,2016-05-15,136.0,2016-10-09,283.0,91.0
10442,2017,-17.0,365.0,95.0,161.0,2017-04-27,117.0,2017-10-10,283.0,91.0
10442,2018,-15.0,1.0,101.0,148.0,2018-04-28,118.0,2018-09-29,272.0,91.0
10442,2019,-29.0,30.0,95.0,200.0,2019-05-10,130.0,2019-10-17,290.0,91.0
10442,2020,-13.0,45.0,97.0,160.0,2020-05-12,133.0,2020-10-04,278.0,91.0
10442,2021,-23.0,46.0,100.0,156.0,2021-05-11,131.0,2021-10-17,290.0,91.0
10442,2022,-19.0,7.0,92.0,132.0,2022-04-27,117.0,,,46.0
10454,2002,-8.0,62.0,92.0,181.0,2002-05-20,140.0,2002-10-07,280.0,89.0
10454,2003,-19.0,38.0,93.0,236.0,2003-04-22,112.0,2003-09-29,272.0,90.0
10454,2004,-29.0,30.0,93.0,159.0,2004-05-15,136.0,2004-10-02,276.0,90.0
10454,2005,-22.0,17.0,94.0,198.0,2005-05-04,124.0,2005-10-07,280.0,91.0
10454,2006,,,,,,,,,
10454,2007,,,,,,,,,
10454,2008,,,,,,,,,
10454,2009,,,,,,,,,
10454,2010,,,,,,,,,
10454,2011,,,,,,,,,
10454,2012,,,,,,,,,
10454,2013,,,,,,,,,
10454,2014,,,,,,,,,
10454,2015,,,,,,,,,
10454,2016,,,,,,,,,
10454,2017,,,,,,,,,
10454,2018,,,,,,,,,
10454,2019,,,,,,,,,
10454,2020,,,,,,,,,
10454,2021,,,,,,,,,
10454,2022,,,,,,,,,
66494,2002,,,,,,,,,
66494,2003,-10.0,346.0,96.0,236.0,,,2003-09-29,272.0,14.0
66494,2004,-27.0,30.0,96.0,203.0,2004-05-15,136.0,2004-09-07,251.0,91.0
66494,2005,-21.0,17.0,96.0,174.0,2005-05-16,136.0,2005-10-07,280.0,91.0
66494,2006,-17.0,49.0,100.0,212.0,2006-05-22,142.0,2006-10-05,278.0,91.0
66494,2007,-23.0,36.0,98.0,207.0,2007-04-19,109.0,2007-09-12,255.0,91.0
66494,2008,-19.0,24.0,93.0,231.0,2008-04-29,120.0,2008-10-03,277.0,89.0
66494,2009,-27.0,16.0,97.0,174.0,2009-05-11,131.0,2009-09-29,272.0,91.0
66494,2010,-24.0,2.0,95.0,144.0,2010-05-09,129.0,2010-09-26,269.0,91.0
66494,2011,-22.0,21.0,99.0,158.0,2011-05-04,124.0,2011-09-15,258.0,89.0
66494,2012,-14.0,19.0,98.0,186.0,2012-04-23,114.0,2012-09-22,266.0,91.0
66494,2013,-17.0,32.0,96.0,238.0,2013-05-24,144.0,2013-10-13,286.0,90.0
66494,2014,-24.0,6.0,89.0,202.0,2014-04-26,116.0,2014-09-13,256.0,91.0
66494,2015,-20.0,13.0,92.0,226.0,2015-05-20,140.0,2015-10-14,287.0,91.0
66494,2016,-23.0,353.0,95.0,204.0,2016-05-15,136.0,2016-10-08,282.0,91.0
66494,2017,-20.0,365.0,93.0,265.0,2017-04-29,119.0,2017-10-10,283.0,91.0
66494,2018,-19.0,6.0,98.0,180.0,2018-04-28,118.0,2018-09-28,271.0,91.0
66494,2019,-33.0,31.0,91.0,200.0,2019-05-10,130.0,2019-10-11,284.0,91.0
66494,2020,-16.0,45.0,96.0,160.0,2020-05-12,133.0,2020-09-09,253.0,90.0
66494,2021,-29.0,46.0,100.0,156.0,2021-05-29,149.0,2021-10-17,290.0,91.0
66494,2022,-24.0,7.0,87.0,132.0,2022-05-04,124.0,,,45.0
